,page_url,image_url,author,title,annotation
484,https://www.chitai-gorod.ru/product/paren-iz-kolorado-3020316,https://content.img-gorod.ru/pim/products/images/63/15/018fa300-5ce8-7fe0-995c-a0824b416315.jpg?width=304&height=438&fit=bounds,Стивен Кинг,Парень из Колорадо,"На маленьком острове близ побережья штата Мэн найден труп молодого мужчины, но при нем не обнаружено никаких документов. Кто он? Что привело его в это уединенное место? И действительно ли, как утверждает полиция, причиной смерти стал несчастный случай? Два местных журналиста решают раскрыть тайну гибели незнакомца самостоятельно. Но чем дальше продвигается их расследование, тем больше возникает вопросов и тем меньше на них ответов…"
485,https://www.chitai-gorod.ru/product/stavok-bolshe-net-2777363,https://content.img-gorod.ru/pim/products/images/17/b1/018fa1e4-50b1-7ac6-b393-865f33fc17b1.jpg?width=304&height=438&fit=bounds,Жан Сартр,Ставок больше нет,"Роман-пьеса «Ставок больше нет» был написан Сартром еще в 1943 году, но опубликован только по окончании войны, в 1947 году. В длинной очереди в кабинет, где решаются в загробном мире посмертные судьбы, сталкиваются двое – прекрасная женщина, отравленная мужем ради наследства, и молодой революционер, застреленный предателем.  Сталкиваются, начинают говорить, чтобы избавиться от скуки ожидания, и… успевают полюбить друг друга настолько сильно, что неожиданно получают второй шанс на возвращение в мир живых, ведь в бумаги «небесной бюрократии» вкралась ошибка – эти двое, предназначенные друг для друга, так и не встретились при жизни. Но есть условие – за одни лишь сутки влюбленные должны найти друг друга на земле, иначе они вернутся в загробный мир уже навеки…"
486,https://www.chitai-gorod.ru/product/poryadok-raz-i-navsegda-genialnyy-podhod-k-chistote-v-dome-golove-i-serdce-ot-mamy-17-detey-3078022,https://content.img-gorod.ru/pim/products/images/a8/75/0193ae73-f492-758f-9b22-4df45a57a875.jpg?width=304&height=438&fit=bounds,Валентина Красникова,"Порядок раз и навсегда. Гениальный подход к чистоте в доме, голове и сердце - от мамы 17 детей","«Женщина в доме — это не поломойка, а настоящий управленец. Не тот человек, который бегает за всеми с веником, а высококлассный специалист, обладающий компетенциями, необходимыми для успешной работы менеджера».  Валентина Красникова — многодетная мама, эксперт по тайм-менеджменту, общественный деятель и женский коуч. Сотни тысяч женщин по всей России знают ее как МегаМаму, которая смогла организовать свою жизнь так, чтобы в ней были не только дети (а их семнадцать!), не только быт, не только водопад семейных вопросов, но и самореализация, и карьера, и красота, и жизнерадостный блеск в глазах.  Оказывается, секрет не в силе воли и не в трудовом подвиге от рассвета до заката. В этой книге собрана авторская система установления и поддержания порядка.   Она состоит из трех этапов:  1. Порядок в сердце. Вы разберетесь в собственных жизненных установках и приоритетах, избавитесь от «золушкиных припадков» и «синдрома Плюшкина», наладите миграцию вещей в доме и распределите время в графике.  2. Порядок в голове. Вы организуете логику жизни так, чтобы в доме не задерживался хлам. А такие важные вещи, как документы, лекарства, сезонная одежда и детские поделки, хранились удобно по раз и навсегда заведенному алгоритму.   3. Порядок в доме. Теперь домом управляете вы, а не ваши вещи. Вы наладите логистику, хранение, освоите принципы «порядка в одно касание» и эффективного использования полезной площади квартиры.    Валентина Красникова создала эту систему, понимая, какая огромная гора разнообразных задач лежит на плечах современных женщин. Поэтому главная цель этой книги — избавить жен и матерей от «домашнего рабства», освободить как можно больше жизненного пространства для отдыха, удовольствий, больших целей и в конечном счете — для любви и настоящего счастья."
487,https://www.chitai-gorod.ru/product/formuly-po-algebre-2611354,https://content.img-gorod.ru/pim/products/images/dc/83/01937a4c-98d1-7e38-b279-a0c65cc5dc83.jpg?width=304&height=438&fit=bounds,Мария Буряк,Формулы по алгебре,"Данное пособие поможет систематизировать и запомнить полученные знания по алгебре, а также подготовиться к зачёту или экзамену. Издание предназначено для школьников старших классов и студентов высших и средних образовательных учреждений."
488,https://www.chitai-gorod.ru/product/osnovatel-temnogo-puti-manhua-tom-10-3069034,https://content.img-gorod.ru/pim/products/images/2e/6f/019293af-cc90-7e69-9811-0dbc5e582e6f.jpg?width=304&height=438&fit=bounds,Тунсю Мосян,Магистр дьявольского культа. Том 10 (Основатель тёмного пути / Мастер Темного Пути / Mo Dao Zu Shi). Маньхуа,"Тирания клана Вэнь подошла к концу, и для заклинателей наступает время оправляться от потерь, праздновать победы и заключать брачные союзы.Однако в этом новом мире нет места последователям Тёмного Пути. Герой многочисленных битв и сражений, Вэй Усянь становится в глазах прочих серьёзной угрозой; неудивительно, что, когда он протягивает руку выжившим членам семьи Вэнь, никто не осмеливается принять его сторону."
489,https://www.chitai-gorod.ru/product/konstituciya-rossiyskoy-federacii-v-noveyshey-deystvuyushchey-redakcii-3009217,https://content.img-gorod.ru/pim/products/images/01/d6/018f61b2-2037-7602-9c6c-3bc27da701d6.jpg?width=304&height=438&fit=bounds,Д. Волнухина,Конституция Российской Федерации. В новейшей действующей редакции,"Настоящее издание содержит текст Основного закона страны –  Конституции Российской Федерации с последними изменениями, внесенными федеральными конституционными законами от 4 октября 2022 г. об образовании новых субъектов Российской Федерации"
490,https://www.chitai-gorod.ru/product/luchshee-vo-mne-roman-2977163,https://content.img-gorod.ru/pim/products/images/7e/3e/018fa2c9-2f91-7216-b40f-6ada5cc77e3e.jpg?width=304&height=438&fit=bounds,Николас Спаркс,Лучшее во мне: роман,"Каждому хочется верить: настоящая любовь бессмертна.Каждому хочется надеяться: истинное чувство можно пронести сквозь годы и испытания…Доусон Коул и первая красавица школы Аманда полюбили друг друга, - однако жизнь развела их.Прошло много лет. Аманда стала женой другого, у нее семья, дом, дети… Но случай приводит ее в родной городок и дарит новую встречу с Доусоном.Их любовь вспыхивает вновь, - и Аманда, и Доусон понимают, что расставание было трагической ошибкой. Неужели, им представился шанс начать все сначала? Или у судьбы свои планы?"
491,https://www.chitai-gorod.ru/product/ovod-2414385,https://content.img-gorod.ru/pim/products/images/07/2d/018fa157-349f-72b7-abfd-47fa430e072d.jpg?width=304&height=438&fit=bounds,Этель Войнич,Овод,"Артур Бертон  — молод, полон свободолюбивых идей и романтических иллюзий. Пережив предательство товарищей и любимой женщины — потеряв все, он исчезает, чтобы вернуться совсем иным, с чужим именем и внешностью. Но под маской возмужавшего, насмешливого и едкого Овода — все тот же порывистый Артур, по-прежнему верный прекрасным идеалам своей юности.Романтика национально-освободительной борьбы, трагедия великой, страстной и несчастной любви, увлекательный сюжет с захватывающей интригой и необычайно многогранный и обаятельный образ главного героя, — все это позволило роману «Овод» стать неподвластным времени."
493,https://www.chitai-gorod.ru/product/tak-govoril-zaratustra-2473610,https://content.img-gorod.ru/pim/products/images/5d/2d/018fa158-5897-77ad-9c94-5480d8f95d2d.jpg?width=304&height=438&fit=bounds,Фридрих Ницше,Так говорил Заратустра,"Трактат ""Так говорил Заратустра"" называют ницшеанской Библией.В нем сформулирована излюбленая идея Ницше – идея Сверхчеловека, который является для автора нравственным образцом, смыслом существования, тем, к чему нужно стремиться.Человек же – лишь мост между животным и Сверчеловеком.Необычная форма – поэтичная, афористичная – не совсем соответсвует нашим представлениям о философском трактате. Однако, вчитываясь, мы улавливаем ход мысли автора, все глубже проникаемся его идеями и убеждениями..."
494,https://www.chitai-gorod.ru/product/nado-dumat-trenazher-myshleniya-3076436,https://content.img-gorod.ru/pim/products/images/48/6c/01939db4-d7de-7fad-b647-e3ba530f486c.jpg?width=304&height=438&fit=bounds,"Никита Непряхин,",Надо думать! Тренажер мышления: Мне бы уметь и знать / Вот бы решить проблему,"У вас в руках уникальная книга-тренажер, которая поможет вам эффективнее думать, лучше понимать себя и других, а также принимать взвешенные решения. Вас ждет увлекательное путешествие по лабиринтам нашего мозга, масса удивительных открытий и целый арсенал работающих приемов и методик.Книга состоит из двух частей, и начинать читать вы можете с любой. С части «Мне бы уметь и знать» стоит начать, если нужно усовершенствовать мышление. Отточить навык ясно мыслить поможет большой набор правил, рекомендаций и алгоритмов.Часть «Вот бы решить проблему» позволит вам справиться со множеством когнитивных трудностей, с которыми сталкивается любой из нас.В конце каждой из частей есть подборка любопытных задач и упражнений, которые помогут закрепить все изученное на практике.Главное правило — не торопиться. Авторы рекомендуют неспешно и вдумчиво прочитывать по одной главе в день и обязательно выполнять все упражнения — только так получится превратить знания в практические навыки. Теперь у вас есть личный тренер мышления. С этой книгой действительно надо думать!"
495,https://www.chitai-gorod.ru/product/tayna-ledi-odli-3039850,https://content.img-gorod.ru/pim/products/images/db/33/018fa30d-2402-7a92-a2ee-63166030db33.jpg?width=304&height=438&fit=bounds,Мэри Элизабет Брэддон,Тайна леди Одли,"Вернувшись домой после трех лет на австралийских золотых приисках, Джордж Талбойс выясняет, что его красавица жена Элен скоропостижно скончалась. Пытаясь справиться с горем, Джордж принимает приглашение своего друга Роберта посетить имение его дяди — богатого и респектабельного лорда Одли, недавно женившегося на молодой гувернантке. Однако, прибыв в поместье и увидев портрет новоиспеченной леди Одли, Джордж впадает в нервное состояние, а на следующее утро бесследно пропадает. Роберт начинает подозревать, что исчезновение Джорджа как-то связано с новой леди Одли. Но что скрывает новобрачная?"
496,https://www.chitai-gorod.ru/product/misticheskiy-peterburg-rasskazy-russkih-pisateley-3009053,https://content.img-gorod.ru/pim/products/images/c9/fb/018eed7e-a457-71af-91d8-2db0351bc9fb.jpg?width=304&height=438&fit=bounds,"Федор Достоевский,",Мистический Петербург: рассказы русских писателей,"Петербург! Какой таинственной славой овеян этот город! На протяжении сотен лет он пленяет писателей своими туманами и ветрами, дворами-колодцами и гранитными берегами. «Город туманов и снов», место обитания призраков и теней, скрывающихся в арках, город неверных огней и тяжелого, пасмурного неба: странная и вдохновляющая северная столица. В сборник «Мистический Петербург» включены лучшие образцы рассказов о загадочном городе на Неве – от широко известных отечественному читателю, до тех, что по сей день оставались полузабытыми. Какие тайны хранит Невский проспект? Где состоится странный бал и каким дурманом навеяны петербургские сновидения в стихах и прозе? Прикоснитесь к загадкам мистического Петербурга и вместе с русскими классиками пройдитесь по его удивительным улицам – страница за страницей.Дизайн обложки вдохновлен деталями витража магазина купцов Елисеевых в Санкт-Петербурге."
497,https://www.chitai-gorod.ru/product/odin-iz-nas-lzhet-2880878,https://content.img-gorod.ru/pim/products/images/f7/5a/01930508-5f11-7983-96e1-94b19fb8f75a.jpg?width=304&height=438&fit=bounds,Карен Макманус,Один из нас лжет,"Строгий учитель в наказание оставил пятерых старшеклассников в классе после уроков, но только четверо вышли оттуда живыми.Пятый, Саймон, — школьный изгой, жестоко мстивший своим обидчикам в Интернете, раскрывая их самые неприглядные секреты, — был найден мертвым. Полиция не сомневается в том, что это убийство. Под подозрение попадают все, ведь у каждого есть что скрывать.Но кто из четверых юношей и девушек — убийца?Бронвин — круглая отличница, поступающая в «Лигу плюща»?Эдди — первая красавица школы, блондинка из рекламы шампуня?Нейт — юный преступник, находящийся на испытательном сроке?Купер — восходящая звезда бейсбола с лицом и фигурой Капитана Америки, кумир девушек? У каждого из них были свои причины избавиться от Саймона. Но кто же пошел на преступление?"
498,https://www.chitai-gorod.ru/product/chelovek-benzopila-kn-1-pes-i-benzopila-benzopila-protiv-netopyrya-2869449,https://content.img-gorod.ru/pim/products/images/d2/2e/018f5ca0-45a6-7a2a-b6e4-5153a329d22e.jpg?width=304&height=438&fit=bounds,Тацуки Фудзимото,Человек-бензопила. Том 1 - Пёс и бензопила. Бензопила против нетопыря. (Chainsaw Man). Манга,"Дэндзи – обычный молодой человек, который промышляет охотой на демонов, чтобы расплатиться с долгами покойного отца. Если он хоть раз опоздает с выплатой, его ждет смерть. Дэндзи живет в крошечной лачуге со своим демоническим псом-бензопилой по имени Почита и едва сводит концы с концами. Все о чем он мечтает – ходить на свидания с девушкой и есть хлеб с джемом. Но у судьбы на него другие планы… В один прекрасный день юноша обретает сверхъестественные силы, позволяющие ему превращать свое тело в живое оружие. Дэндзи вырывается из нищеты и под рев дребезжащих бензопил и крики умирающих демонов начинает прорезать себе дорогу в новую жизнь..."
499,https://www.chitai-gorod.ru/product/siddhartha-puteshestvie-k-zemle-vostoka-2477326,https://content.img-gorod.ru/pim/products/images/b8/99/018fa159-d19d-79d7-93d5-984cde49b899.jpg?width=304&height=438&fit=bounds,Герман Гессе,Сиддхартха. Путешествие к земле Востока,"«Сиддхартха» — жемчужина прозы Германа Гессе, на страницах которой нашли свое отражение путешествия писателя по Индии, а также его интерес  к восточным религиям. Местом действия является Индия времен Сиддхартхи Гаутамы — основателя одной из  наиболее глубоких и мудрых религий человечества — буддизма. В этой небольшой книге Гессе удалось объяснить европейцам ее суть, создать идеальную систему — некий свод взаимосвязанных правил — как нужно жить, как следует исправлять свои ошибки, как найти свое истинное «я».Эту притчу стоит читать и перечитывать не из-за сюжета и в поиске новых знаний, а из-за того глубинного понимания мира, ощущения единения с окружающими, которое она дает.В издание также включена аллегорическая повесть «Путешествие в страну Востока»."
500,https://www.chitai-gorod.ru/product/magistr-dyavolskogo-kulta-tom-9-osnovatel-temnogo-puti-master-temnogo-puti-mo-dao-zu-shi-manhua-3050033,https://content.img-gorod.ru/pim/products/images/f4/c7/019076e1-f3e3-7c2c-bd8c-0c18b6f9f4c7.jpg?width=304&height=438&fit=bounds,Тунсю Мосян,Магистр дьявольского культа. Том 9 (Основатель тёмного пути / Мастер Темного Пути / Mo Dao Zu Shi). Маньхуа,"Как солнце сияет в небе, так возвышается над миром заклинателей клан Вэнь и опаляет своими лучами всех, кто посмеет бросить им вызов.Лотосовая Пристань охвачена пламенем войны, и детям клана Цзян приходится повзрослеть за одну ночь. Бросить родной дом, довериться врагам… а ещё сделать самый страшный выбор в своей жизни — ради семьи и друг друга.Нет места ни жалости, ни прощению: их ведёт только месть. А всем, кто осудит их выбор, стоит ответить для себя на вопрос: «Какое дело постороннему до чьей-то души?»"
501,https://www.chitai-gorod.ru/product/tokiyskiy-gul-kniga-1-2680179,https://content.img-gorod.ru/pim/products/images/ae/0d/018f5cc4-79a3-758f-a983-32fb5da4ae0d.jpg?width=304&height=438&fit=bounds,Суи Исида,"Токийский гуль. Книга 1 (Том 1, 2) (Tokyo Ghoul). Манга","В каждом темном уголке этого города таится зло… Чудовища-людоеды, которые притворяются одними из нас. Их называют гулями. И встреча с одним из них превращает жизнь скромного юноши в сущий кошмар!"
502,https://www.chitai-gorod.ru/product/horoshih-devochek-ne-ubivayut-3064884,https://content.img-gorod.ru/pim/products/images/1a/f2/0193fcb2-fd10-7002-a0c1-109aad431af2.jpg?width=304&height=438&fit=bounds,Холли Джексон,Хороших девочек не убивают,"Пять лет назад популярную школьную красавицу Энди Белл убил ее парень Сэл Сингх, а сознавшись в содеянном, покончил с собой. Дело закрыто. Полиция знает, что это сделал Сэл. Весь город знает... Но ученица местной школы Пиппа Фитц-Амоби с ними не согласна. Она выбирает эту жуткую трагедию в качестве темы для своего выпускного проекта. Вместе с братом Сэла, вооружившись ноутбуком, диктофоном и большим желанием докопаться до истины, Пиппа начинает свое расследование. Однако не все хотят, чтобы темные тайны прошлого были раскрыты…"
503,https://www.chitai-gorod.ru/product/okruzhayushchiy-mir-rabochaya-tetrad-1-klass-v-2-h-chastyah-chast-2-2982732,https://content.img-gorod.ru/pim/products/images/75/ff/018eeb51-9aa8-76a9-befd-46d32ed375ff.jpg?width=304&height=438&fit=bounds,Андрей Плешаков,Окружающий мир. Рабочая тетрадь. 1 класс. В 2-х частях. Часть 2,"ИЗДАНИЕ ЯВЛЯЕТСЯ ВСПОМОГАТЕЛЬНЫМ ПОСОБИЕМ К УЧЕБНИКУ, ВКЛЮЧЁННОМУ В ФЕДЕРАЛЬНЫЙ ПЕРЕЧЕНЬ УЧЕБНИКОВ, УТВЕРЖДЁННЫЙ ПРИКАЗОМ МИНИСТЕРСТВА ПРОСВЕЩЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ ОТ 21 СЕНТЯБРЯ 2022 ГОДА № 858.Рабочая тетрадь предназначена для учащихся общеобразовательных организаций и разработана в соответствии с Федеральным государственным образовательным стандартом начального общего образования. Задания, представленные в рабочей тетради, сориентированы на организацию учебной деятельности детей, в том числе на отработку наиболее существенных элементов содержания учебника, фиксацию результатов наблюдений, опытов, практических работ, а также творческую деятельность. Для занятий в семье предназначен вкладыш «Научный дневник» (в 1-й части тетради) с заданиями, которые ребёнок с помощью взрослых выполняет в течение учебного года."
504,https://www.chitai-gorod.ru/product/odnazhdy-ya-stala-princessoy-tom-1-3042945,https://content.img-gorod.ru/pim/products/images/8d/14/018fb110-5f4f-753d-a99d-37d339538d14.jpg?width=304&height=438&fit=bounds,"Плутос ,",Однажды я стала принцессой. Том 1 (Кто сделал меня принцессой / Who Made Me a Princess). Манхва,"Однажды обычная девушка просыпается в теле юной обречённой принцессы из романа…История Атанасии, несчастной принцессы Обелийской империи, заканчивается трагично — она погибает от руки собственного отца, прекрасного императора-тирана. Но она всего лишь одна из героинь лёгкого романа «Милая принцесса». И вот однажды обычная девушка, прочитавшая книгу, внезапно просыпается в теле маленькой Атанасии и застревает в её истории.Она знает сюжет наперёд и готова на всё, чтобы избежать страшной участи. План прост: избегать внимания и копить ценности, чтобы сбежать из дворца. Но он проваливается, и ей, маленькой девочке, не остаётся другого выбора, кроме как завоевать благосклонность сурового отца, чтобы он не убил её снова!"
505,https://www.chitai-gorod.ru/product/telo-pomnit-vse-kakuyu-rol-psihologicheskaya-travma-igraet-v-zhizni-cheloveka-i-kakie-tehniki-pomogayut-ee-preodolet-2946392,https://content.img-gorod.ru/pim/products/images/5c/8d/01935754-f071-7410-8265-e718ef725c8d.jpg?width=304&height=438&fit=bounds,Бессел ван дер Колк,Тело помнит все: какую роль психологическая травма играет в жизни человека и какие техники помогают ее преодолеть,"Психологическая травма нарушает нашу способность доверять внутренним чувствам, и это недоверие заставляет нас ошибочно воспринимать угрозу там, где ее нет. Травма отражается на нашем разуме и эмоциональном состоянии, способности испытывать радость и чувствовать близость и даже на физиологии и иммунной системе.  Более того: развитие нейронауки и исследования смогли объяснить тот факт, что дети и даже внуки людей, переживших лагеря уничтожения, страдают от ПТСР, хотя фактически живут в безопасности. Их гормональная система выделяет повышенное количество кортизола, адреналина, норадреналина.  Есть и хорошие новости. Последствия психической травмы можно значительно уменьшить и даже полностью преодолеть. Исследование Бессела ван дер Колка основано на 30-ЛЕТНЕМ ОПЫТЕ РАБОТЫ с людьми, пережившими психологическую травму. Автор предлагает разные ПУТИ ее лечения, включая инструменты нейробиологии, а также спорт и йогу — то есть все, что позволяет восстановить нейропластичность мозга. Эта книга поможет понять, почему мы можем одновременно как ранить друг друга, так и исцелять, и дает надежду на новую жизнь.   БЕСТСЕЛЛЕР New York Times. Права проданы в 18 стран. Более 4500 отзывов на Amazon.com. Новое издание в удобном формате."
506,https://www.chitai-gorod.ru/product/vzaperti-3055083,https://content.img-gorod.ru/pim/products/images/bf/ea/0191cad2-0542-7c66-ae2d-a79341d3bfea.jpg?width=304&height=438&fit=bounds,Лора Кейли,Взаперти,"От автора парадоксальных триллеров «Колокол» и «Дежавю».  На этот поезд хотел попасть каждый. Каждый, кому есть что скрывать… Фокусник-мошенник, доктор, молчаливая девушка и старик с ребенком садятся в поезд, чтобы сбежать от прошлого.  Но уже в начале пути начинают происходить странные вещи: пассажиры понимают, что заперты, а поезд мчится без остановок. Вскоре один из них умирает, и эта смерть — не последняя. Каждый час находят тела убитых, а убийца даже в замкнутом пространстве остается неуловим…  «Захватывающая история, которая не отпускает до последней страницы. Тревожно, динамично, впечатляюще!» — Гульнара, книжный сервис Hooked on books"
507,https://www.chitai-gorod.ru/product/ono-2926726,https://content.img-gorod.ru/pim/products/images/54/da/018fa251-20b5-7876-9e50-69358ae454da.jpg?width=304&height=438&fit=bounds,Стивен Кинг,Оно,"От автора культовых романов «Кладбище домашних животных», «Кэрри» и «Противостояние»Одна из самых известных книг Стивена Кинга — теперь и в одной из самых популярных серий на российском книжном рынке.«Оно» — один из самых популярных романов автора. Только в одной России за последние 6 лет было продано свыше 400 000 экземпляров книги."
508,https://www.chitai-gorod.ru/product/nemoy-svidetel-2702456,https://content.img-gorod.ru/pim/products/images/5b/1f/018f5dfa-5648-7f13-92c5-f2634ade5b1f.jpg?width=304&height=438&fit=bounds,Агата Кристи,Немой свидетель,"Агата Кристи — самый публикуемый автор всех времен и народов после Шекспира. Тиражи ее книг уступают только тиражам его произведений и Библии. В мире продано больше миллиарда книг Кристи на английском языке и столько же — на других языках. Она автор восьмидесяти детективных романов и сборников рассказов, двадцати пьес, двух книг воспоминаний и шести психологических романов, написанных под псевдонимом Мэри Уэстмакотт. Ее персонажи Эркюль Пуаро и мисс Марпл навсегда стали образцовыми героями остросюжетного жанра.Этот роман особо почитаем любителями собак, поскольку самые теплые описания в нем относятся к фокстерьеру Бобу, одному из главных действующих лиц книги; и немудрено – Кристи описала в ней своего собственного пса по кличке Питер, которому и посвятила этот роман.Когда леди Аранделл неожиданно упала с лестницы своего собственного дома, все вокруг увидели в этом лишь несчастливую случайность - ведь она наступила на резиновый мячик, оставленный там ее любимцем, фокстерьером по кличке Боб. Но чем больше думала об этом сама пострадавшая, тем больше ей казалось, что падение подстроил кто-то из ее родственников. Она написала письмо знаменитому детективу Эркюлю Пуаро с просьбой разобраться в этом деле. Но за то время, пока письмо шло до адресата, леди Аранделл уже умерла, а ее немаленькое наследство перешло к компаньонке. Пуаро не в силах воскресить несчастную леди, но он может найти убийцу. А поможет ему в этом тот самый пес по кличке Боб…--------------------------------------------------  «Несомненно, она гений». — Элизабет Джордж, автор бестселлеров New York Times  «Общепринято считать Кристи блестящим мастером острого сюжета. Однако она представляет собой нечто гораздо более значительное». — The Guardian  «Если речь о драме с убийством — здесь нет никого изобретательней Кристи». — Sunday Times  «Миссис Кристи делает невозможную историю абсолютно реальной». — The Times  «…Я до сих пор обожаю романы Кристи». — Луиза Пенни  «Читать роман Кристи — словно вгрызаться в спелое яблоко: чистейшее, хрустящее и абсолютное удовлетворение…» — Тана Френч"
509,https://www.chitai-gorod.ru/product/chernyy-obelisk-2418098,https://content.img-gorod.ru/pim/products/images/da/2f/0192eaf8-8c0e-7fc4-9d5b-64abaf6ada2f.jpg?width=304&height=438&fit=bounds,Эрих Ремарк,Черный обелиск,"«Черный обелиск» (1956 г.) – знаменитый роман Ремарка, во многом автобиографичный.Сложные годы после Первой мировой войны, провинциальный немецкий городок, герой работает в фирме по продаже надгробий… Но денег не хватает, в стране чудовищная инфляция, и он подрабатывает игрой на органе в часовне при больнице. Свою любовь он встречает именно там, в психиатрическом отделении… «Черный обелиск» - с одной стороны, роман о великой силе любви, способной вылечить даже душевнобольного, с другой стороны – философские размышления о Боге, религии, смысле жизни, и наконец, с третьей – яркая историческая картина эпохи, где все заметнее заявляет о себе приближающийся фашизм."
511,https://www.chitai-gorod.ru/product/samyy-bogatyy-chelovek-v-vavilone-2985642,https://content.img-gorod.ru/pim/products/images/d8/eb/018f615c-9b46-76b4-9fa7-f4f9348ad8eb.jpg?width=304&height=438&fit=bounds,Джорж Сэмюэль Клейсон,Самый богатый человек в Вавилоне,"10 всемирно известных притч, которые полностью меняют ваше мышление. Оригинальная версия главной книги о богатстве теперь в самом полном и благозвучном переводе.  Все, что было написано о накоплении капитала после «Самого богатого человека в Вавилоне», лишь повторяет и развивает идеи Джона Клейсона, но принципиально нового не добавляет. Роберт Киосаки, Наполеон Хилл, Бодо Шефер — все они черпали мудрость из этого бестселлера. Книга переведена на 32 языка и издана в 56 странах мира. Продана тиражом больше 100 миллионов экземпляров (точный подсчет затруднен из-за невероятного количества переизданий).  Если вы ищете одну, самую полезную книгу о богатстве, это без сомнения «Самый богатый человек в Вавилоне».   В ней автор с помощью увлекательных историй объясняет, как:  • безболезненно избавиться от долгов, во много раз превышающих ежемесячный доход;  • скопить первичный капитал, который ляжет в основу будущего благосостояния;  • перестать быть рабом денег и заставить их работать на себя;  • заслужить уважение и глубочайшее почтение окружающих."
512,https://www.chitai-gorod.ru/product/kredo-vikkanki-mest-i-plamya-3-3075703,https://content.img-gorod.ru/pim/products/images/39/d1/01932e5b-00b2-782a-9d1b-4963acf939d1.jpg?width=304&height=438&fit=bounds,Мара Вульф,Кредо викканки. Месть и пламя (#3),"Финал мрачно-романтичной, пленительной фэнтези-саги о викканах, стригоях и ведьмах от королевы немецкого фэнтези Мары Вульф! Темные ритуалы, викканская магия, румынский сеттинг, руны, стригои-кровопийцы и сделка с собственной совестью!  Селеста и вселившийся в тело Николая Нексор требуют, чтобы Валеа открыла запечатанные магические источники, угрожая ей жизнью дочери и Николая, чья душа находится в плену Нексора. Они рассказывают, что она — воплощение души великой королевы Эстеры, которая перерождалась в некоторых носителях семиконечной звезды. Селеста хочет завоевать земли людей и править всем миром, а Нексор — вернуть себе свое настоящее тело и завоевать… Валеа. Сможет ли та помешать злодеям подчинить себе весь мир и спасти тех, кто ей по-настоящему дорог?  Любовь и ненависть. Тайны старинных викканских гримуаров. Загадочное прошлое. Знаки судьбы и предсказания рун. Серия — настоящая головоломка, написанная потрясающим слогом знаменитой Мары Вульф! Для всех поклонников мистического фэнтези.  Более 16 тыс. отзывов на Амазон на серию! Первый том цикла — бестселлер по версии немецкого журнала «Spiegel»."
